Heure,Balance avant,Balance après,P&L,Action
2023-09-14 14:33:43,5 019.83,5 351.05,+331.22,"Close long position for symbol ACTIVTRADES:AUDNZD at price 1.08769 for 260985 shares. Position AVG Price was 1.085550, currency: NZD, rate: 0.593049, last updated rate on 2023-09-14T11:50:05Z, point value: 1.000000"
2023-09-14 12:16:39,5 051.44,5 019.83,-31.61,"Close short position for symbol ACTIVTRADES:AUDUSD at price 0.64317 for 68727 shares. Position AVG Price was 0.642710, currency: USD, point value: 1.000000"
